STATUS,UNIVERSITY NAME,FACULTY NAME,LEVEL TYPE,YEARS,BRANCH TYPE,CATEGORY NAME,SERIES NAME,SUB SERIES NAME,COLOR,PROD SUM PRICE,PROD TOTAL AMT,INSTALL NUM,INSTALL SUM FINAL,HP VAT SUM
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,24900,24900,24,1411,33864
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,3,1.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Deep Purple,40690,40690,18,2622.25,47200.5
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,3,3.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,9900,9900,12,855.83,10269.96
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,128GB,Starlight,28500,28500,12,2624.38,31492.56
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,2,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Purple,27900,32490,24,1841.1,44186.4
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,การสื่อสารดิจิทัล/มัลติมีเดีย/คอมพิวเตอร์กราฟฟิก/แฟชั่นและสิ่งทอ/เทคโนโลยีสารสนเทศ,ปริญญาตรี,3,1.0,Tablet,iPad 10.9-inch Wi-Fi + Cellular 2022 (10th Gen),256GB,Blue,28700,34749,24,1969.11,47258.64
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิติศาสตร์​,ปริญญาตรี,1,3.0,Smart Phone,iPhone 13,256GB,Green,32300,32300,18,2211.66,39809.88
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,4,3.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,40690,40690,18,2622.25,47200.5
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,1,1.0,Tablet,iPad Pro 11-inch Wi-Fi 2022 (4th Gen),128GB,Space Gray,30800,35390,24,2005.44,48130.56
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,9900,9900,9,1075.28,9677.52
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,18900,22490,24,1274.43,30586.32
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,1,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Space Black,43690,43690,18,2593.08,46675.44
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 13,256GB,Green,32300,32300,18,2211.66,39809.88
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Pro + 20W USB-C Power Adapter,128GB,Space Black,40690,40690,18,2622.25,47200.5
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,3.0,Laptop,MacBook Air 13: M1 chip 8C CPU/7C GPU/8GB/256GB - 2020,256GB,Space Grey,28200,28200,24,1410,33840
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,24900,28490,24,1614.44,38746.56
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,9900,9900,24,561,13464
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,2,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,9900,9900,24,561,13464
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1.0,Smart Phone,iPhone 14,128GB,Purple,31200,31200,18,2136.33,38453.94
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Blue,27900,32490,24,1841.1,44186.4
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,1,3.0,Smart Phone,iPhone 14,128GB,Purple,31200,31200,24,1768,42432
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,1,2.0,Smart Phone,Galaxy A53 (5G),128GB,Awesome Black,12999,12999,24,736.61,17678.64
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,นิเทศศาสตร์/สื่อสารมวลชน/ออกแบบนิเทศศิลป์,ปริญญาตรี,3,1.0,Smart Phone,iPhone 13,128GB,Starlight,28500,28500,24,1615,38760
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,3,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),64GB,Blue,21900,26490,24,1501.1,36026.4
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Gold,43690,43690,24,2330.13,55923.12
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Space Gray,12100,12100,24,685.67,16456.08
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,3,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,256GB,Space Black,47690,51680,24,2333.34,56000.16
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,3,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,12100,12100,12,1114.21,13370.52
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14,128GB,Purple,31200,31200,24,1768,42432
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Plus,128GB,Midnight,37900,37900,24,2147.67,51544.08
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,4,2.0,Smart Phone,iPhone 14 Plus,128GB,Blue,37900,37900,24,2147.67,51544.08
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Plus,128GB,Purple,37900,37900,24,1895,45480
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Smart Phone,iPhone 11 (New Box) 128GB,128GB,White,19200,19200,18,1314.67,23664.06
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,1,1.0,Tablet,iPad 10.2-inch Wi-Fi (9th Gen),64GB,Silver,9900,9900,12,747.5,8970
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,3,1.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Deep Purple,43690,43690,24,2330.13,55923.12
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บริหารธุรกิจ,ปริญญาตรี,2,1.0,Smart Phone,iPhone 14 Plus,128GB,Starlight,37900,37900,24,2147.67,51544.08
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บัญชี,ปริญญาตรี,1,3.0,Smart Phone,iPhone 14 Pro Max + 20W USB-C Power Adapter,128GB,Deep Purple,43690,43690,24,2330.13,55923.12
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บัญชี,ปริญญาตรี,1,1.0,Tablet,iPad Air 10.9-inch Wi-Fi (5th Gen),256GB,Pink,24900,28490,24,1614.44,38746.56
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บัญชี,ปริญญาตรี,1,1.0,Smart Phone,iPhone 14,128GB,Starlight,31200,31200,24,1768,42432
Overdue 1,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บัญชี,ปริญญาตรี,1,1.0,Smart Phone,iPhone 13,128GB,Midnight,28500,28500,24,1615,38760
Wait Welcome Call,มหาวิทยาลัยศรีปทุม วิทยาเขตบางเขน,บัญชี,ปริญญาตรี,1,1.0,Smart Phone,iPhone 14 Plus,128GB,Starlight,37900,37900,24,2147.67,51544.08
